id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operating_revenue,interest_net_revenue,interest_income,interest_expense,commission_net_income,commission_income,commission_expense,agent_security_income,sell_security_income,manage_income,premiums_earned,assurance_income,premiums_income,premiums_expense,prepare_money,investment_income,invest_income_associates,fair_value_variable_income,exchange_income,other_income,operation_expense,refunded_premiums,compensate_loss,compensation_back,insurance_reserve,insurance_reserve_back,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,commission_expense2,operation_manage_fee,separate_fee,asset_impairment_loss,other_cost,operating_profit,subsidy_income,non_operating_revenue,non_operating_expense,other_items_influenced_profit,total_profit,income_tax_expense,other_influence_net_profit,net_profit,np_parent_company_owners,minority_profit,eps,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,other_earnings,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss
13412,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2021-08-28,2020-01-01,2020-06-30,2021-06-30,1,321003,定期报告,3933376000.0,3035895000.0,6371757000.0,3335862000.0,344567000.0,382748000.0,38181000.0,,,,,,,,,359001000.0,48851000.0,155428000.0,34143000.0,1495000.0,2440850000.0,,,,,,,,36538000.0,,1094500000.0,,,1771000.0,1492526000.0,,35202000.0,3463000.0,,1524265000.0,197053000.0,,1327212000.0,1315546000.0,11666000.0,,0.32,0.32,-87970000.0,1239242000.0,1227576000.0,11666000.0,467000.0,2380000.0,1327212000.0,,1308041000.0
13437,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2021-08-28,2021-01-01,2021-06-30,2021-06-30,0,321003,定期报告,4601993000.0,3475581000.0,7485201000.0,4009620000.0,511904000.0,555346000.0,43442000.0,,,,,,,,,446674000.0,39407000.0,119413000.0,28003000.0,3000000.0,2967706000.0,,,,,,,,49078000.0,,1241958000.0,,,2523000.0,1634287000.0,,12455000.0,376000.0,,1646366000.0,156087000.0,,1490279000.0,1472453000.0,17826000.0,,0.36,0.36,157865000.0,1648144000.0,1630318000.0,17826000.0,20446000.0,-3028000.0,1490279000.0,,1674147000.0
13655,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2021-10-30,2021-01-01,2021-09-30,2021-09-30,0,321003,定期报告,7170962000.0,5540253000.0,11664748000.0,6124495000.0,683793000.0,751805000.0,68012000.0,,,,,,,,,700780000.0,68042000.0,164887000.0,51296000.0,4379000.0,4898646000.0,,,,,,,,76514000.0,,1934490000.0,,290000.0,3579000.0,2272316000.0,,15636000.0,1785000.0,,2286167000.0,151367000.0,,2134800000.0,2107272000.0,27528000.0,,0.44,0.44,272424000.0,2407224000.0,2379696000.0,27528000.0,36240000.0,-10666000.0,2134800000.0,,2883773000.0
13678,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2021-10-30,2020-01-01,2020-09-30,2021-09-30,1,321003,定期报告,5854292000.0,4698418000.0,9826148000.0,5127730000.0,516001000.0,574747000.0,58746000.0,,,,,,,,,605826000.0,74537000.0,-11483000.0,37572000.0,1913000.0,3820347000.0,,,,,,,,44991000.0,,1631139000.0,,2439000.0,2780000.0,2033945000.0,,36824000.0,4031000.0,,2066738000.0,198005000.0,,1868733000.0,1848467000.0,20266000.0,,0.42,0.42,-463976000.0,1404757000.0,1384491000.0,20266000.0,4067000.0,1978000.0,1868733000.0,,2138998000.0
13964,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2022-04-29,2020-01-01,2020-12-31,2021-12-31,1,321003,定期报告,7936407000.0,6413568000.0,13346476000.0,6932908000.0,629972000.0,731157000.0,101185000.0,,,,,,,,,822453000.0,90976000.0,20555000.0,41894000.0,3051000.0,5087424000.0,,,,,,,,67833000.0,,2276947000.0,,6618000.0,9924000.0,2848983000.0,,39186000.0,5131000.0,,2883038000.0,338328000.0,,2544710000.0,2518797000.0,25913000.0,,0.59,0.59,-194059000.0,2350651000.0,2324738000.0,25913000.0,9090000.0,-4176000.0,2544710000.0,,2726102000.0
13972,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2022-04-29,2021-01-01,2021-12-31,2021-12-31,0,321003,定期报告,10166983000.0,7485146000.0,15880148000.0,8395002000.0,947302000.0,1049553000.0,102251000.0,,,,,,,,,1023737000.0,103244000.0,170728000.0,77266000.0,4568000.0,6846664000.0,,,,,,,,104666000.0,,2660087000.0,,20572000.0,10695000.0,3320319000.0,,23952000.0,4350000.0,,3339921000.0,267668000.0,,3072253000.0,3035644000.0,36609000.0,,0.64,0.64,384017000.0,3456270000.0,3419661000.0,36609000.0,52527000.0,405709000.0,3072253000.0,,4050644000.0
14032,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2022-04-29,2021-01-01,2021-03-31,2022-03-31,1,321003,定期报告,2232201000.0,1710237000.0,3639498000.0,1929261000.0,279022000.0,296107000.0,17085000.0,,,,,,,,,179469000.0,15946000.0,45124000.0,11498000.0,994000.0,1371133000.0,,,,,,,,22422000.0,,627082000.0,,,1037000.0,861068000.0,,6081000.0,290000.0,,866859000.0,108275000.0,,758584000.0,752937000.0,5647000.0,,0.18,0.18,35770000.0,794354000.0,788707000.0,5647000.0,8881000.0,-3024000.0,758584000.0,,720592000.0
14039,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2022-04-29,2022-01-01,2022-03-31,2022-03-31,0,321003,定期报告,2634076000.0,1955542000.0,4216965000.0,2261423000.0,382150000.0,405037000.0,22887000.0,,,,,,,,,256920000.0,19847000.0,-2236000.0,24612000.0,2227000.0,1612519000.0,,,,,,,,26799000.0,,725939000.0,,,965000.0,1021557000.0,,735000.0,558000.0,,1021734000.0,111550000.0,,910184000.0,903921000.0,6263000.0,,0.17,0.17,-136319000.0,773865000.0,767602000.0,6263000.0,14805000.0,56000.0,910184000.0,,858816000.0
14409,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2022-08-31,2022-01-01,2022-06-30,2022-06-30,0,321003,定期报告,5479930000.0,4032440000.0,8627775000.0,4595335000.0,879459000.0,922295000.0,42836000.0,,,,,,,,,506134000.0,57970000.0,-24781000.0,58003000.0,2664000.0,3636017000.0,,,,,,,,57080000.0,,1359717000.0,,,2530000.0,1843913000.0,,5773000.0,1885000.0,,1847801000.0,89111000.0,,1758690000.0,1737610000.0,21080000.0,,0.35,0.35,-189254000.0,1569436000.0,1548356000.0,21080000.0,30407000.0,-4396000.0,1758690000.0,,2216690000.0
14426,300010908,齐鲁银行股份有限公司,601665.XSHG,601665,,,2022-08-31,2021-01-01,2021-06-30,2022-06-30,1,321003,定期报告,4601993000.0,3475581000.0,7485201000.0,4009620000.0,511904000.0,555346000.0,43442000.0,,,,,,,,,446674000.0,39407000.0,119413000.0,28003000.0,3000000.0,2967706000.0,,,,,,,,49078000.0,,1241958000.0,,,2523000.0,1634287000.0,,12455000.0,376000.0,,1646366000.0,156087000.0,,1490279000.0,1472453000.0,17826000.0,,0.36,0.36,157865000.0,1648144000.0,1630318000.0,17826000.0,20446000.0,-3028000.0,1490279000.0,,1674147000.0
