code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,cash_equivalents,48381384000.0,balance.csv,cash_equivalents,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,settlement_provi,,balance.csv,settlement_provi,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,lend_capital,3768759000.0,balance.csv,lend_capital,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,trading_assets,60032975000.0,balance.csv,trading_assets,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,bill_receivable,,balance.csv,bill_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,account_receivable,,balance.csv,account_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,advance_payment,,balance.csv,advance_payment,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,insurance_receivables,,balance.csv,insurance_receivables,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,interest_receivable,,balance.csv,interest_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,other_receivable,,balance.csv,other_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,bought_sellback_assets,3452125000.0,balance.csv,bought_sellback_assets,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,inventories,,balance.csv,inventories,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,other_current_assets,,balance.csv,other_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,total_current_assets,,balance.csv,total_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,loan_and_advance,,balance.csv,loan_and_advance,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,hold_for_sale_assets,,balance.csv,hold_for_sale_assets,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,hold_to_maturity_investments,,balance.csv,hold_to_maturity_investments,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,longterm_equity_invest,321081000.0,balance.csv,longterm_equity_invest,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,investment_property,,balance.csv,investment_property,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,fixed_assets,2081350000.0,balance.csv,fixed_assets,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,constru_in_process,,balance.csv,constru_in_process,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,intangible_assets,739397000.0,balance.csv,intangible_assets,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,good_will,,balance.csv,good_will,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,long_deferred_expense,,balance.csv,long_deferred_expense,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,deferred_tax_assets,1947787000.0,balance.csv,deferred_tax_assets,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,other_non_current_assets,,balance.csv,other_non_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,total_non_current_assets,,balance.csv,total_non_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,total_assets,466142418000.0,balance.csv,total_assets,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,shortterm_loan,0.0,balance.csv,shortterm_loan,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,borrowing_from_centralbank,4196194000.0,balance.csv,borrowing_from_centralbank,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,deposit_in_interbank,295156871000.0,balance.csv,deposit_in_interbank,quarterly_direct,identity_q1_or_ytd_diff,
002936.XSHE,balance,2018-12-31,2018q4,,2019-03-29,borrowing_capital,13652888000.0,balance.csv,borrowing_capital,quarterly_direct,identity_q1_or_ytd_diff,
