id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
89696,601166.XSHG,2014-03-31,2014-04-29,2014-03-31,525494000000.0,,91173000000.0,32071000000.0,,,,,,0.0,24032000000.0,,,958334000000.0,,,,,,241217000000.0,122946000000.0,,1824000000.0,,7271000000.0,4744000000.0,,,,,507000000.0,,,,9496000000.0,,,3793145000000.0,0.0,,3192269000000.0,77427000000.0,948000000.0,,,,130007000000.0,,7930000000.0,10640000000.0,30534000000.0,,,,0.0,,,,,,,82577000000.0,,,,,,,3575711000000.0,19052000000.0,47746000000.0,,,9824000000.0,31325000000.0,106689000000.0,,214636000000.0,2798000000.0,217434000000.0,3793145000000.0,,,,5621000000.0,,,4720000000.0,,,,,,,,,,,,,,,,,,,2014q1
89695,601166.XSHG,2014-06-30,2014-08-30,2014-06-30,501070000000.0,,115975000000.0,24899000000.0,,,,,,0.0,26657000000.0,,,994806000000.0,,,,,,300997000000.0,154852000000.0,,1852000000.0,,7414000000.0,5091000000.0,,,,,489000000.0,,,,9331000000.0,,,3948200000000.0,0.0,,3294421000000.0,83521000000.0,,,,,162064000000.0,,8095000000.0,8110000000.0,32568000000.0,,,,0.0,,,,,,,104853000000.0,,,,,,,3724944000000.0,19052000000.0,50146000000.0,,,9824000000.0,31325000000.0,110089000000.0,,220436000000.0,2820000000.0,223256000000.0,3948200000000.0,,,,3637000000.0,,,3370000000.0,,,,,,,,,,,,,,,,,,,2014q2
89694,601166.XSHG,2014-09-30,2014-10-29,2014-09-30,552268000000.0,,71833000000.0,31848000000.0,,,,,,0.0,25318000000.0,,,909811000000.0,,,,,,294549000000.0,185483000000.0,,1647000000.0,,7492000000.0,5665000000.0,,,,,487000000.0,,,,9962000000.0,,,3995577000000.0,0.0,,3328791000000.0,91633000000.0,,,,,136283000000.0,,8308000000.0,9791000000.0,33858000000.0,,,,0.0,,,,,,,123378000000.0,,,,,,,3758661000000.0,19052000000.0,50697000000.0,,,9824000000.0,31325000000.0,123092000000.0,,233990000000.0,2926000000.0,236916000000.0,3995577000000.0,,,,5679000000.0,,,5653000000.0,,,,,,,,,,,,,,,,,,,2014q3
89693,601166.XSHG,2014-12-31,2015-04-28,2014-12-31,591985000000.0,,51149000000.0,44435000000.0,,,,,,0.0,24760000000.0,,,712761000000.0,,,,,,408066000000.0,197790000000.0,,1704000000.0,,9916000000.0,4253000000.0,,,,,492000000.0,,,,11357000000.0,,,4406399000000.0,0.0,30000000000.0,3535928000000.0,81080000000.0,1903000000.0,,,,98571000000.0,,9925000000.0,10873000000.0,35710000000.0,,,,0.0,,,,,,,185787000000.0,,,,,,,4145303000000.0,19052000000.0,50861000000.0,,,9824000000.0,43418000000.0,119607000000.0,,257934000000.0,3162000000.0,261096000000.0,4406399000000.0,2214000000.0,,,5142000000.0,,,4498000000.0,,,,,,,12958000000.0,12958000000.0,,,,,,,,,,,2014q4
89692,601166.XSHG,2015-03-31,2015-04-28,2015-03-31,507436000000.0,,34348000000.0,38949000000.0,,,,,,0.0,26387000000.0,,,626731000000.0,,,,,,433165000000.0,197823000000.0,,1754000000.0,,10420000000.0,4179000000.0,,,,,490000000.0,,,,11380000000.0,,,4513036000000.0,0.0,70000000000.0,3630292000000.0,76583000000.0,,,,,124532000000.0,,7691000000.0,10987000000.0,36040000000.0,,,,0.0,,,,,,,244736000000.0,,,,9000000.0,,,4236675000000.0,19052000000.0,50861000000.0,,,9824000000.0,43418000000.0,134397000000.0,,273016000000.0,3345000000.0,276361000000.0,4513036000000.0,2506000000.0,,,6419000000.0,,,5601000000.0,,,,,,,12958000000.0,12958000000.0,,,,,,,,,,,2015q1
89691,601166.XSHG,2015-06-30,2015-08-29,2015-06-30,534915000000.0,,34822000000.0,40860000000.0,,,,,,0.0,24491000000.0,,,585804000000.0,,,,,,409536000000.0,201093000000.0,,1768000000.0,,10395000000.0,4481000000.0,,,,,522000000.0,,,,12191000000.0,,,5125903000000.0,0.0,40000000000.0,4231501000000.0,100250000000.0,11000000.0,,,,119111000000.0,,9281000000.0,9330000000.0,35950000000.0,,,,0.0,,,,,,,256213000000.0,,,,,,,4834473000000.0,19052000000.0,50861000000.0,,,9824000000.0,71852000000.0,136434000000.0,,288023000000.0,3407000000.0,291430000000.0,5125903000000.0,,,,8861000000.0,,,7840000000.0,,,,,,,,,,,,,,,,,,,2015q2
89690,601166.XSHG,2015-09-30,2015-10-28,2015-09-30,502614000000.0,,57908000000.0,41748000000.0,,,,,,0.0,23020000000.0,,,414529000000.0,,,,,,375257000000.0,203012000000.0,,1886000000.0,,10435000000.0,4548000000.0,,,,,518000000.0,,,,12946000000.0,,,5289398000000.0,0.0,51800000000.0,4299272000000.0,95803000000.0,1000000.0,,,,71312000000.0,,10052000000.0,11493000000.0,38431000000.0,,,,0.0,,,,,,,370447000000.0,,,,,,,4983559000000.0,19052000000.0,50861000000.0,,,9824000000.0,43429000000.0,149906000000.0,,302424000000.0,3415000000.0,305839000000.0,5289398000000.0,3447000000.0,,,12423000000.0,,,10090000000.0,,,,,,,25905000000.0,25905000000.0,,,,,,,,,,,2015q3
89689,601166.XSHG,2015-12-31,2016-04-28,2015-12-31,460258000000.0,,56336000000.0,128685000000.0,,,,,,0.0,21743000000.0,,,225924000000.0,,,,,,426634000000.0,206802000000.0,,1918000000.0,,11368000000.0,6461000000.0,,,,,519000000.0,,,,14532000000.0,,,5298880000000.0,0.0,67700000000.0,4249636000000.0,103672000000.0,,,,,48016000000.0,,11262000000.0,10802000000.0,36443000000.0,,,,0.0,,,,,,,414834000000.0,,,,,,,4981503000000.0,19052000000.0,50861000000.0,,,9824000000.0,92255000000.0,141656000000.0,,313648000000.0,3729000000.0,317377000000.0,5298880000000.0,,,,13933000000.0,,,10563000000.0,,,,,,,,,,,,,,,,,,,2015q4
89688,601166.XSHG,2016-03-31,2016-04-28,2016-03-31,456692000000.0,,37735000000.0,162984000000.0,,,,,,0.0,23704000000.0,,,127225000000.0,,,,,,423010000000.0,213993000000.0,,2474000000.0,,11295000000.0,6538000000.0,,,,,528000000.0,,,,15096000000.0,,,5470783000000.0,0.0,100900000000.0,4114622000000.0,112990000000.0,383000000.0,,,,153970000000.0,,9298000000.0,14116000000.0,35513000000.0,,,,0.0,,,,,,,556064000000.0,,,,,,,5137144000000.0,19052000000.0,50861000000.0,,,9824000000.0,92744000000.0,157349000000.0,,329830000000.0,3809000000.0,333639000000.0,5470783000000.0,,,,11685000000.0,,,13941000000.0,,,,,,,,,,,,,,,,,,,2016q1
95870,601166.XSHG,2016-06-30,2016-08-30,2016-06-30,512707000000.0,,41490000000.0,182561000000.0,,,,,,0.0,22565000000.0,,,74682000000.0,,,,,,397162000000.0,231207000000.0,,2502000000.0,,10912000000.0,6425000000.0,,,,,528000000.0,,,,18915000000.0,,,5709692000000.0,0.0,144200000000.0,4224126000000.0,120752000000.0,154000000.0,,,,101680000000.0,,10103000000.0,11506000000.0,34081000000.0,,,,0.0,,,,,,,686659000000.0,,,,,,,5377427000000.0,19052000000.0,50861000000.0,,,9824000000.0,60682000000.0,158311000000.0,,328391000000.0,3874000000.0,332265000000.0,5709692000000.0,3756000000.0,,,13659000000.0,,,16974000000.0,,,,,,,25905000000.0,25905000000.0,,,,,,,,,,,2016q2
