id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
396604,601128.XSHG,2016-06-30,2016-08-22,2016-06-30,18433986349.15,,2239255200.0,1116414380.0,,,,,,0.0,950951459.61,,,411541893.91,,,,,,17638531464.44,10576815815.74,,183311587.91,,841824897.93,138384356.94,,,,,172381304.77,,,,440719794.84,,,122383428946.7,0.0,479000000.0,95987713907.73,740000000.0,,,,,5464000000.0,,73828962.3,,1974410807.85,,,,0.0,,,,,,,7928486690.51,,,,105979799.88,,,113278895174.79,2000455172.0,5012890.81,,,2540310012.69,2062314387.07,1758366902.92,,8562803831.49,541729940.42,9104533771.91,122383428946.7,,,,,,,,,,,,,,,,,,,,,,,,,,2016q2
98132,601128.XSHG,2016-09-30,2016-10-28,2016-09-30,17756451000.0,,1480367000.0,1727680000.0,,,,,,0.0,1064627000.0,,,,,,,,,17429350000.0,11176447000.0,,187312000.0,,829731000.0,272100000.0,,,,,168450000.0,,,,495705000.0,,,125516069000.0,0.0,343000000.0,95239005000.0,400000000.0,50645000.0,,,,9447200000.0,,79230000.0,303598000.0,2064035000.0,,,,0.0,,,,,,,6653379000.0,,,,116570000.0,,,115156338000.0,2222728000.0,696002000.0,,,2540310000.0,2062314000.0,2005593000.0,,9767886000.0,591845000.0,10359731000.0,125516069000.0,240939000.0,,,,,,,,,,,,,,,,,,,,,,,,,2016q3
100295,601128.XSHG,2016-12-31,2017-03-31,2016-12-31,18403891000.0,,2519645000.0,441648000.0,,,,,,0.0,1056560000.0,,,,,,,,,16068969000.0,11770059000.0,,196773000.0,,848435000.0,459110000.0,,,,,170628000.0,,,,541867000.0,,,129981520000.0,0.0,1303000000.0,96925842000.0,280000000.0,,,,,10884731000.0,,214734000.0,293783000.0,2279802000.0,,,,0.0,,,,,,,6990704000.0,,,,56357000.0,,,119550771000.0,2222728000.0,696007000.0,,,2851455000.0,2373459000.0,1648702000.0,,9853780000.0,576969000.0,10430749000.0,129981520000.0,61429000.0,,,,,,,,,,,,,,,,,,,,,,,,,2016q4
103898,601128.XSHG,2017-03-31,2017-04-28,2017-03-31,16650365000.0,,1507052000.0,736735000.0,,,,,,0.0,1008289000.0,,,1650838000.0,,,,,,16627491000.0,15913101000.0,,204773000.0,,896834000.0,428097000.0,,,,,166148000.0,,,,579400000.0,,,137785842000.0,0.0,2521000000.0,101678981000.0,400000000.0,184242000.0,,,,5942000000.0,,110731000.0,392333000.0,2097234000.0,,,,0.0,,,,,,,13626278000.0,,,,10325000.0,,,127085408000.0,2222728000.0,696210000.0,,,2851455000.0,2373459000.0,1965022000.0,,10103153000.0,597281000.0,10700434000.0,137785842000.0,-5721000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q1
105847,601128.XSHG,2017-06-30,2017-08-11,2017-06-30,18261157000.0,,1620989000.0,756454000.0,,,,,,0.0,899074000.0,,,996518000.0,,,,,,16919636000.0,14370961000.0,,214573000.0,,899708000.0,406856000.0,,,,,162859000.0,,,,673908000.0,,,140486867000.0,0.0,766000000.0,101980502000.0,544195000.0,217559000.0,,,,4468645000.0,,157763000.0,255502000.0,2200262000.0,,,,0.0,,,,,,,18999281000.0,,,,29603000.0,,,130002695000.0,2222728000.0,696210000.0,,,2851455000.0,2373459000.0,1819565000.0,,9881561000.0,602611000.0,10484172000.0,140486867000.0,-81856000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q2
110474,601128.XSHG,2017-09-30,2017-10-27,2017-09-30,16111707000.0,,1286919000.0,1004120000.0,,,,,,0.0,1053053000.0,,,2371305000.0,,,,,,15397668000.0,13938001000.0,,223373000.0,,1021764000.0,292586000.0,,,,,161754000.0,,,,734846000.0,,,142409246000.0,0.0,2663000000.0,99177642000.0,150000000.0,,,,,6579445000.0,,212718000.0,378865000.0,2282096000.0,,,,0.0,,,,,,,19268404000.0,,,,48304000.0,,,131589275000.0,2222728000.0,694050000.0,,,2851455000.0,2373459000.0,2142252000.0,,10190930000.0,629041000.0,10819971000.0,142409246000.0,-93014000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q3
116778,601128.XSHG,2017-12-31,2018-03-31,2017-12-31,16737977000.0,,1184391000.0,424851000.0,,,,,,0.0,1090551000.0,,,1032647000.0,,,,,,18238715000.0,13066625000.0,,230373000.0,,1075245000.0,255675000.0,,,,,178300000.0,,,,729626000.0,,,145824683000.0,0.0,2910000000.0,99446201000.0,130000000.0,,,,,8106200000.0,,292643000.0,289696000.0,2459447000.0,,,,0.0,,,,,,,20356673000.0,,,,77956000.0,,,134715996000.0,2222728000.0,694050000.0,,,3212915000.0,2734919000.0,1789986000.0,,10468055000.0,640632000.0,11108687000.0,145824683000.0,-186543000.0,,,,,,,,,,,,,,,,,,,,,,,,,2017q4
121615,601128.XSHG,2018-03-31,2018-04-27,2018-03-31,19193781000.0,,1417604000.0,675153000.0,,,,,,0.0,1080788000.0,,,2120578000.0,,,,,,19193266000.0,13147171000.0,,242773000.0,,1051211000.0,260981000.0,,,,,172887000.0,,,,727501000.0,,,152105525000.0,0.0,944000000.0,111697286000.0,47513000.0,,,,,7479300000.0,,174076000.0,335568000.0,2139769000.0,,,,0.0,,,,,,,16435728000.0,,,,77861000.0,,,139904487000.0,2222728000.0,694050000.0,,,3212915000.0,2734919000.0,2159316000.0,,11538199000.0,662839000.0,12201038000.0,152105525000.0,-136347000.0,,,,,,,,,,,,,650618000.0,,,,,,,,,,,,2018q1
125286,601128.XSHG,2018-06-30,2018-08-24,2018-06-30,17498370000.0,,921351000.0,546006000.0,,,,,,0.0,1146324000.0,,,2726897000.0,,,,,,24086202000.0,15614204000.0,,244973000.0,,1025463000.0,267525000.0,,,,,170635000.0,,,,773149000.0,,,163289318000.0,0.0,1647570000.0,117214602000.0,511477000.0,,,,,5836300000.0,,240027000.0,251437000.0,2330431000.0,,,,0.0,,,,,,,22312662000.0,,,,82673000.0,,,150957006000.0,2222728000.0,694050000.0,,,3212915000.0,2734919000.0,2101027000.0,,11642773000.0,689539000.0,12332312000.0,163289318000.0,26516000.0,,,,,,,,,,,,,650618000.0,,,,,,,,,,,,2018q2
127595,601128.XSHG,2018-09-30,2018-10-23,2018-09-30,16986722000.0,,866950000.0,190537000.0,,,,,,0.0,1239717000.0,,,,,,,,,25473522000.0,15870455000.0,,262973000.0,,996840000.0,268385000.0,,,,,165061000.0,,,,852191000.0,,,164775171000.0,0.0,2539570000.0,117141243000.0,200000000.0,0.0,,,,5112900000.0,,315927000.0,400832000.0,2504207000.0,,,,0.0,,,,,,,23197748000.0,,,,118514000.0,,,151943029000.0,2222789000.0,691754000.0,,,3212915000.0,2734919000.0,2509842000.0,,12144272000.0,687870000.0,12832142000.0,164775171000.0,121519000.0,,,,,,2835000.0,,,,,,,650534000.0,,,,,,,,,,,,2018q3
