id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities,other_comprehensive_income,deferred_earning,loan_and_advance_current_assets,derivative_financial_asset,hold_sale_asset,loan_and_advance_noncurrent_assets,derivative_financial_liability,hold_sale_liability,estimate_liability_current,deferred_earning_current,preferred_shares_noncurrent,pepertual_liability_noncurrent,longterm_salaries_payable,other_equity_tools,preferred_shares_equity,pepertual_liability_equity,receivable_fin,usufruct_assets,contract_assets,bond_invest,other_bond_invest,other_equity_tools_invest,other_non_current_financial_assets,contract_liability,lease_liability,requested_period
50784,600000.XSHG,2014-03-31,2014-04-30,2014-03-31,600084000000.0,,36095000000.0,26598000000.0,,,,,,0.0,15600000000.0,,,359818000000.0,,,,,,167458000000.0,145755000000.0,,2492000000.0,,8705000000.0,1962000000.0,,,,,733000000.0,,,1471000000.0,9424000000.0,,,3740500000000.0,0.0,494000000.0,3242751000000.0,53549000000.0,,,,,41323000000.0,,7137000000.0,9095000000.0,34305000000.0,,,,0.0,,,,,,,62347000000.0,,,,,,,3520863000000.0,18653000000.0,57389000000.0,,,37460000000.0,29450000000.0,73747000000.0,,216699000000.0,2938000000.0,219637000000.0,3740500000000.0,,,,2741000000.0,,,4023000000.0,,,,,,,,,,,,,,,,,,,2014q1
50783,600000.XSHG,2014-06-30,2014-08-14,2014-06-30,638182000000.0,,31050000000.0,36118000000.0,,,,,,0.0,15057000000.0,,,372297000000.0,,,,,,176791000000.0,138731000000.0,,2545000000.0,,8695000000.0,2162000000.0,,,,,714000000.0,,,1384000000.0,9319000000.0,,,3930217000000.0,0.0,708000000.0,3352694000000.0,57947000000.0,,,,,70054000000.0,,7783000000.0,8158000000.0,37177000000.0,,,,0.0,,,,,,,,,,,,,,3708898000000.0,18653000000.0,59367000000.0,,,49647000000.0,36700000000.0,53945000000.0,,218312000000.0,3007000000.0,221319000000.0,3930217000000.0,,,,2296000000.0,,,3092000000.0,,,,,,,,,,,,,,,,,,,2014q2
50782,600000.XSHG,2014-09-30,2014-10-31,2014-09-30,630785000000.0,,32281000000.0,30435000000.0,,,,,,0.0,14963000000.0,,,223287000000.0,,,,,,201063000000.0,135389000000.0,,1519000000.0,,9669000000.0,2654000000.0,,,,,777000000.0,,,1347000000.0,10108000000.0,,,3956642000000.0,0.0,831000000.0,3348420000000.0,67966000000.0,,,,,39556000000.0,,8966000000.0,9077000000.0,40274000000.0,,,,0.0,,,,,,,105410000000.0,,,,,,,3722143000000.0,18653000000.0,60639000000.0,,,49647000000.0,36309000000.0,66088000000.0,,231336000000.0,3163000000.0,234499000000.0,3956642000000.0,,,,2676000000.0,,,3871000000.0,,,,,,,,,,,,,,,,,,,2014q3
50781,600000.XSHG,2014-12-31,2015-03-19,2014-12-31,648354000000.0,,21969000000.0,32841000000.0,,,,,,0.0,17328000000.0,,,196188000000.0,,,,,,222208000000.0,121698000000.0,,1475000000.0,,10542000000.0,3387000000.0,,,,,858000000.0,,,1635000000.0,10692000000.0,,,4195924000000.0,0.0,21006000000.0,3485535000000.0,63098000000.0,312000000.0,,,,68240000000.0,,5696000000.0,12066000000.0,38750000000.0,,,,0.0,,,,,,,,,,,,,,3932639000000.0,18653000000.0,60639000000.0,,,64607000000.0,36858000000.0,78157000000.0,,260169000000.0,3116000000.0,263285000000.0,4195924000000.0,1255000000.0,,,2612000000.0,,,3303000000.0,,,,,,,,,,,,,,,,,,,2014q4
50780,600000.XSHG,2015-03-31,2015-04-30,2015-03-31,611178000000.0,,27743000000.0,52434000000.0,,,,,,0.0,18506000000.0,,,188594000000.0,,,,,,229270000000.0,137122000000.0,,1491000000.0,,15564000000.0,,,,,,834000000.0,,,1546000000.0,11435000000.0,,,4255333000000.0,0.0,60736000000.0,3474893000000.0,106572000000.0,,,,,64444000000.0,,5111000000.0,10938000000.0,36981000000.0,,,,0.0,,,,,,,,,,,,,,3966609000000.0,18653000000.0,60639000000.0,,,49647000000.0,67252000000.0,89303000000.0,,285494000000.0,3230000000.0,288724000000.0,4255333000000.0,,,,4287000000.0,,,4387000000.0,,,,,,,,,,,,,,,,,,,2015q1
50779,600000.XSHG,2015-06-30,2015-08-20,2015-06-30,653338000000.0,,34862000000.0,56137000000.0,,,,,,0.0,18900000000.0,,,104308000000.0,,,,,,255052000000.0,144644000000.0,,1560000000.0,,15091000000.0,,,,,,798000000.0,,,1450000000.0,12189000000.0,,,4603740000000.0,0.0,40897000000.0,3838593000000.0,74483000000.0,845000000.0,,,,61347000000.0,,6932000000.0,10316000000.0,37368000000.0,,,,0.0,,,,,,,,,,,6000000.0,,,4314744000000.0,18653000000.0,60639000000.0,,,63651000000.0,75837000000.0,64876000000.0,,285696000000.0,3300000000.0,288996000000.0,4603740000000.0,2040000000.0,,,5981000000.0,,,4156000000.0,,,,,,,,,,,,,,,,,,,2015q2
50778,600000.XSHG,2015-09-30,2015-10-30,2015-09-30,627514000000.0,,202528000000.0,47304000000.0,,,,,,0.0,18381000000.0,,,119499000000.0,,,,,,214173000000.0,221570000000.0,,1602000000.0,,17357000000.0,,,,,,802000000.0,,,1403000000.0,13778000000.0,,,4822629000000.0,0.0,43825000000.0,3980136000000.0,39604000000.0,1024000000.0,,,,51583000000.0,,7980000000.0,13014000000.0,38182000000.0,,,,0.0,,,,,,,,,,,6000000.0,,,4519009000000.0,18653000000.0,60639000000.0,,,63651000000.0,45925000000.0,78127000000.0,,300265000000.0,3355000000.0,303620000000.0,4822629000000.0,3350000000.0,,,8224000000.0,,,5418000000.0,,,,,,,29920000000.0,29920000000.0,,,,,,,,,,,2015q3
50777,600000.XSHG,2015-12-31,2016-04-07,2015-12-31,592545000000.0,,137806000000.0,63746000000.0,,,,,,0.0,20437000000.0,,,110218000000.0,,,,,,254846000000.0,239703000000.0,,1599000000.0,,19062000000.0,,,,,,879000000.0,,,1657000000.0,14427000000.0,,,5044352000000.0,0.0,23645000000.0,3997097000000.0,99589000000.0,210000000.0,,,,119205000000.0,,5684000000.0,14776000000.0,36235000000.0,,,,0.0,,,,,,,,,,,7000000.0,,,4725752000000.0,18653000000.0,60639000000.0,,,63651000000.0,81557000000.0,90670000000.0,,315170000000.0,3430000000.0,318600000000.0,5044352000000.0,,,,10610000000.0,,,7319000000.0,,,,,,,,,,,,,,,,,,,2015q4
50776,600000.XSHG,2016-03-31,2016-04-30,2016-03-31,583182000000.0,,142483000000.0,111606000000.0,,,,,,0.0,21916000000.0,,,20403000000.0,,,,,,215441000000.0,255608000000.0,,1665000000.0,,20074000000.0,,,,,,3814000000.0,,,1543000000.0,18103000000.0,,,5227980000000.0,0.0,67938000000.0,3910802000000.0,86897000000.0,28621000000.0,,,,85003000000.0,,6539000000.0,18321000000.0,36066000000.0,,,,0.0,,,,,,,600816000000.0,,,,827000000.0,,,4879630000000.0,19653000000.0,76643000000.0,,,63651000000.0,79911000000.0,103762000000.0,,343620000000.0,4730000000.0,348350000000.0,5227980000000.0,,,,10899000000.0,,,10749000000.0,,,,,,,,,,,,,,,,,,,2016q1
93668,600000.XSHG,2016-06-30,2016-08-11,2016-06-30,612936000000.0,,136450000000.0,158786000000.0,,,,,,0.0,21448000000.0,,,6524000000.0,,,,,,204308000000.0,291235000000.0,,1732000000.0,,20781000000.0,,,,,,3726000000.0,,,1607000000.0,16985000000.0,,,5371293000000.0,0.0,80531000000.0,4046340000000.0,105991000000.0,26710000000.0,,,,32293000000.0,,7929000000.0,12105000000.0,33206000000.0,,,,0.0,,,,,,,,,,,780000000.0,,,5021018000000.0,21618000000.0,74678000000.0,,,78689000000.0,65477000000.0,71903000000.0,,345442000000.0,4833000000.0,350275000000.0,5371293000000.0,3157000000.0,,,11729000000.0,,,10105000000.0,,,,,,,29920000000.0,29920000000.0,,,,,,,,,,,2016q2
