id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operate_cash_flow,net_loan_and_advance_decrease,net_deposit_increase,net_borrowing_from_central_bank,net_deposit_in_cb_and_ib_de,net_borrowing_from_finance_co,interest_and_commission_cashin,trade_asset_increase,net_increase_in_placements,net_buyback,tax_levy_refund,net_original_insurance_cash,insurance_cash_amount,net_insurer_deposit_investment,subtotal_operate_cash_inflow,net_loan_and_advance_increase,saving_clients_decrease_amount,net_deposit_in_cb_and_ib,central_borrowing_decrease,other_money_increase,purchase_trade_asset_increase,repurchase_decrease,handling_charges_and_commission,goods_and_services_cash_paid,goods_sale_and_service_render_cash,net_cash_re_insurance,reserve_investment_decrease,original_compensation_paid,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,gain_from_disposal,subtotal_invest_cash_inflow,invest_cash_paid,impawned_loan_net_increase,fix_intan_other_asset_acqui_cash,subtotal_invest_cash_outflow,net_invest_cash_flow,finance_cash_flow,cash_from_invest,cash_from_bonds_issue,cash_from_borrowing,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,other_reason_effect_cash,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,net_profit_cashflow_adjustment,net_profit,assets_depreciation_reserves,fixed_assets_depreciation,intangible_assets_amortization,defferred_expense_amortization,fix_intan_other_asset_dispo_loss,fixed_asset_scrap_loss,fair_value_change_loss,financial_cost,invest_loss,deffered_tax_asset_decrease,deffered_tax_liability_increase,inventory_decrease,operate_receivables_decrease,operate_payable_increase,others,net_operate_cash_flow2,activities_not_relate_major,debt_to_capital,cbs_expiring_in_one_year,financial_lease_fixed_assets,change_info_cash,cash_at_end,cash_at_beginning,equivalents_at_end,equivalents_at_beginning,other_influence2,cash_equivalent_increase2,investment_property_depreciation,net_dec_finance_out,net_cash_received_from_proxy_secu,net_inc_finance_out,net_cash_paid_to_proxy_secu,net_dec_in_placements,credit_impairment_loss
1120,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-04-24,2015-01-01,2015-12-31,2016-12-31,1,321003,定期报告,,,68061758000.0,6362495000.0,71691412000.0,5994448000.0,44065016000.0,,5994448000.0,,,,,,204789559000.0,57253615000.0,,9150051000.0,,20007137000.0,,,29146610000.0,,,,,,,4141957000.0,5221537000.0,144646482000.0,60143077000.0,,1684790908000.0,22199655000.0,,1706993150000.0,1891076490000.0,,1754615000.0,1892831105000.0,-185837955000.0,,5403988000.0,245728895000.0,,251132883000.0,164151383000.0,1098602000.0,165249985000.0,85882898000.0,229786000.0,,-39582194000.0,141654175000.0,102071981000.0,,13043142000.0,7834437000.0,718904000.0,,,4026000.0,,352429000.0,,-1039452000.0,,,,-96318070000.0,157414117000.0,-21866456000.0,60143077000.0,,,,,,102071981000.0,141654175000.0,,,,-39582194000.0,,,,,,,
1122,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-04-28,2016-01-01,2016-03-31,2017-03-31,1,321003,定期报告,,0.0,24466529000.0,15100000000.0,0.0,,11282779000.0,,,,,,,,73339880000.0,11790296000.0,,0.0,,0.0,,,6828754000.0,,,,,,,1499582000.0,1055394000.0,46710143000.0,26629737000.0,,270470812000.0,6156733000.0,,276628766000.0,396290375000.0,,309662000.0,396600037000.0,-119971271000.0,,0.0,79545726000.0,,79545726000.0,,9018000.0,37201742000.0,42343984000.0,1490000.0,,-50996060000.0,102071981000.0,51075921000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1123,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-08-26,2016-01-01,2016-06-30,2017-06-30,1,321003,定期报告,,0.0,32820146000.0,23200000000.0,23124199000.0,14313133000.0,19563686000.0,,,,,,,,180081189000.0,17496152000.0,37633544000.0,978858000.0,,7309495000.0,,,13014698000.0,,,,,,,2402519000.0,3389651000.0,85790910000.0,94290279000.0,,651272162000.0,13603199000.0,,664876781000.0,831493478000.0,,475036000.0,831968514000.0,-167091733000.0,,0.0,157874257000.0,,157874257000.0,86964411000.0,1361729000.0,88326140000.0,69548117000.0,177942000.0,,-3075395000.0,102071981000.0,98996586000.0,,7334836000.0,4906232000.0,365629000.0,,0.0,496000.0,,-970735000.0,,-799638000.0,,,,7312833000.0,88811064000.0,-12670438000.0,94290279000.0,,,,,,98996586000.0,102071981000.0,,,,-3075395000.0,,,,,,,
1125,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-10-28,2016-01-01,2016-09-30,2017-09-30,1,321003,定期报告,,0.0,58111013000.0,36682829000.0,30391622000.0,13240270000.0,28327807000.0,,,,,,,,234623429000.0,16062247000.0,,74165223000.0,,7079523000.0,,,20435139000.0,,,,,,,3654408000.0,4609793000.0,129703669000.0,104919760000.0,,918073485000.0,22116484000.0,,940191906000.0,1149989795000.0,,479732000.0,1150469527000.0,-210277621000.0,,0.0,262426610000.0,,262426610000.0,169893055000.0,2852428000.0,172745483000.0,89681127000.0,531154000.0,,-15145580000.0,102071981000.0,86926401000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1126,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-04-24,2016-01-01,2016-12-31,2016-12-31,0,321003,定期报告,,,56393478000.0,104186829000.0,31809228000.0,18732493000.0,38492167000.0,,18732493000.0,,,,,,305981015000.0,21273765000.0,49323045000.0,4340431000.0,,14791981000.0,,,27719381000.0,,,,,,,4358148000.0,5610598000.0,135135103000.0,170845912000.0,,2006166391000.0,29801500000.0,,2036101562000.0,2335589667000.0,,1353649000.0,2336943316000.0,-300841754000.0,,10461290000.0,351743307000.0,,362204597000.0,250781711000.0,41568000.0,250823279000.0,111381318000.0,497441000.0,,-18117083000.0,102071981000.0,83954898000.0,,14325064000.0,9576344000.0,751610000.0,,,5296000.0,,-2119075000.0,,-2232313000.0,,,,1598249000.0,174172182000.0,-25231445000.0,170845912000.0,,,,,,83954898000.0,102071981000.0,,,,-18117083000.0,,,,,,,
1127,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-04-28,2017-01-01,2017-03-31,2017-03-31,0,321003,定期报告,,0.0,14938570000.0,11480000000.0,0.0,,9640721000.0,,,,,,,,58135883000.0,36195714000.0,,0.0,,0.0,,,7543202000.0,,,,,,,1731947000.0,695619000.0,81649319000.0,-23513436000.0,,342393471000.0,9047610000.0,,351493741000.0,313737974000.0,,142108000.0,313880082000.0,37613659000.0,,0.0,119810263000.0,,119810263000.0,,6512000.0,102791718000.0,17018545000.0,-109828000.0,,31008940000.0,83954898000.0,114963838000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
1128,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-08-26,2017-01-01,2017-06-30,2017-06-30,0,321003,定期报告,,0.0,31678901000.0,,3787608000.0,,20240401000.0,,,,,,,,62493085000.0,48430943000.0,12121088000.0,3761108000.0,30479500000.0,0.0,,,13762100000.0,,,,,,,2469877000.0,2751690000.0,134361633000.0,-71868548000.0,,517685011000.0,17755260000.0,,535445440000.0,434478333000.0,,325322000.0,434803655000.0,100641785000.0,,0.0,211703218000.0,,211703218000.0,238461233000.0,1721467000.0,240182700000.0,-28479482000.0,-199448000.0,,94307000.0,83954898000.0,84049205000.0,,7806208000.0,3443194000.0,339753000.0,,0.0,-1548000.0,,3750300000.0,,-3651615000.0,,,,-46466177000.0,-27139725000.0,-9948938000.0,-71868548000.0,,,,,,84049205000.0,83954898000.0,,,,94307000.0,,,,,,,
1129,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2017-10-28,2017-01-01,2017-09-30,2017-09-30,0,321003,定期报告,,0.0,70119293000.0,,0.0,2582674000.0,29526233000.0,,,,,,,,107672435000.0,76528156000.0,,17120012000.0,30485000000.0,6285650000.0,,,23117225000.0,,,,,,,3669975000.0,3281360000.0,194286013000.0,-86613578000.0,,689228996000.0,27689909000.0,,716929188000.0,608991050000.0,,433366000.0,609804416000.0,107124772000.0,,0.0,385346958000.0,,385346958000.0,414129902000.0,3505478000.0,417635380000.0,-32288422000.0,-438980000.0,,-12216208000.0,83954898000.0,71738690000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
3847,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2018-04-21,2016-01-01,2016-12-31,2017-12-31,1,321003,定期报告,,,56393478000.0,104186829000.0,31809228000.0,18732493000.0,38492167000.0,,18732493000.0,,,,,,305981015000.0,21273765000.0,49323045000.0,4340431000.0,,14791981000.0,,,27719381000.0,,,,,,,4358148000.0,5610598000.0,135135103000.0,170845912000.0,,2006166391000.0,29801500000.0,,2036101562000.0,2335589667000.0,,1353649000.0,2336943316000.0,-300841754000.0,,10461290000.0,351743307000.0,,362204597000.0,249925968000.0,897311000.0,250823279000.0,111381318000.0,497441000.0,,-18117083000.0,102071981000.0,83954898000.0,,14325064000.0,9576344000.0,751610000.0,,,5296000.0,,-2119075000.0,,-2232313000.0,,,,1598249000.0,174172182000.0,-25231445000.0,170845912000.0,,,,,,83954898000.0,102071981000.0,,,,-18117083000.0,,,,,,,
3848,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2018-04-21,2017-01-01,2017-12-31,2017-12-31,0,321003,定期报告,,,121150486000.0,,,2849969000.0,42108848000.0,,2849969000.0,,,,,,171528853000.0,113112779000.0,,14885101000.0,28985000000.0,13713482000.0,,,30556713000.0,,,,,,,4426302000.0,3617487000.0,232296142000.0,-60767289000.0,,865773123000.0,37461386000.0,,903261167000.0,784339587000.0,,498855000.0,784838442000.0,118422725000.0,,,595399798000.0,,615356968000.0,665723240000.0,5627142000.0,671350382000.0,-55993414000.0,-543994000.0,,1118028000.0,83954898000.0,85072926000.0,,15336793000.0,8671315000.0,667821000.0,,,-9905000.0,,5569912000.0,,-8981875000.0,,,,-148876995000.0,86745125000.0,-19889480000.0,-60767289000.0,,,,,,85072926000.0,83954898000.0,,,,1118028000.0,,,,,,,
4005,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2018-04-28,2017-01-01,2017-03-31,2018-03-31,1,321003,定期报告,,0.0,14938570000.0,11480000000.0,10692076000.0,,9640721000.0,401422000.0,,,,,,,58135883000.0,36195714000.0,13561527000.0,0.0,,0.0,3617930000.0,,7543202000.0,,,,,,,1731947000.0,695619000.0,81649319000.0,-23513436000.0,,342393471000.0,9047610000.0,,351493741000.0,313737974000.0,,142108000.0,313880082000.0,37613659000.0,,0.0,119810263000.0,,119810263000.0,102779399000.0,12319000.0,102791718000.0,17018545000.0,-109828000.0,,31008940000.0,83954898000.0,114963838000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
4006,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2018-04-28,2018-01-01,2018-03-31,2018-03-31,0,321003,定期报告,,0.0,21827387000.0,3465000000.0,8723662000.0,,12607625000.0,,,,,,,,47932637000.0,53851107000.0,9873230000.0,2562438000.0,,14658666000.0,1429444000.0,,9887471000.0,,,,,,,1933164000.0,1103607000.0,130528410000.0,-82595773000.0,,200575404000.0,7489658000.0,,208065962000.0,158942026000.0,,82948000.0,159024974000.0,49040988000.0,,0.0,281031788000.0,,281063963000.0,242823524000.0,24742000.0,242848266000.0,38215697000.0,-247427000.0,,4413485000.0,85072926000.0,89486411000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
4098,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2018-08-25,2017-01-01,2017-06-30,2018-06-30,1,321003,定期报告,,0.0,31678901000.0,,0.0,,20240401000.0,,,,,,,,62493085000.0,48430943000.0,12121088000.0,0.0,30479500000.0,0.0,,,13762100000.0,,,,,,,2469877000.0,2751690000.0,134361633000.0,-71868548000.0,,517685011000.0,17755260000.0,,535445440000.0,434478333000.0,,325322000.0,434803655000.0,100641785000.0,,0.0,211703218000.0,,211703218000.0,238461233000.0,1721467000.0,240182700000.0,-28479482000.0,-199448000.0,,94307000.0,83954898000.0,84049205000.0,,7806208000.0,3443194000.0,339753000.0,,0.0,-1548000.0,,3750300000.0,4302553000.0,-3651615000.0,,,,-46466177000.0,-27139725000.0,-14251491000.0,-71868548000.0,,,,,,,,,,94307000.0,94307000.0,,,,,,,
4099,300010207,上海银行股份有限公司,601229.XSHG,601229,,,2018-08-25,2018-01-01,2018-06-30,2018-06-30,0,321003,定期报告,,0.0,67054309000.0,5975000000.0,0.0,,26845603000.0,,,,,,,,137618450000.0,117417703000.0,,189646000.0,,0.0,,,18550186000.0,,,,,,,2652052000.0,4809014000.0,217398524000.0,-79780074000.0,,298502518000.0,17159591000.0,,315663682000.0,273586090000.0,,222583000.0,273808673000.0,41855009000.0,,1475000.0,510621001000.0,,510622476000.0,471530987000.0,4322037000.0,475853024000.0,34769452000.0,114094000.0,,-3041519000.0,85072926000.0,82031407000.0,,9388824000.0,5619128000.0,318493000.0,,0.0,1114000.0,,-5399354000.0,4462916000.0,-4135781000.0,,,,-140324502000.0,62476362000.0,-12187274000.0,-79780074000.0,,,,,,,,,,-3041519000.0,-3041519000.0,,,,,,,
