code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,deposit_in_ib,5817778000.0,finance_balance_sheet_parent_current_only.csv,deposit_in_ib,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,cash_equivalents,,finance_balance_sheet_parent_current_only.csv,cash_equivalents,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,deposit_client,,finance_balance_sheet_parent_current_only.csv,deposit_client,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,cash_in_cb,24388394000.0,finance_balance_sheet_parent_current_only.csv,cash_in_cb,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,settlement_provi,,finance_balance_sheet_parent_current_only.csv,settlement_provi,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,settlement_provi_client,,finance_balance_sheet_parent_current_only.csv,settlement_provi_client,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,lend_capital,4996395000.0,finance_balance_sheet_parent_current_only.csv,lend_capital,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,bought_sellback_assets,598594000.0,finance_balance_sheet_parent_current_only.csv,bought_sellback_assets,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,interest_receivable,,finance_balance_sheet_parent_current_only.csv,interest_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,insurance_receivables,,finance_balance_sheet_parent_current_only.csv,insurance_receivables,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,loan_and_advance,157315723000.0,finance_balance_sheet_parent_current_only.csv,loan_and_advance,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,advance_payment,,finance_balance_sheet_parent_current_only.csv,advance_payment,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,hold_for_sale_assets,,finance_balance_sheet_parent_current_only.csv,hold_for_sale_assets,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,hold_to_maturity_investments,,finance_balance_sheet_parent_current_only.csv,hold_to_maturity_investments,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,longterm_equity_invest,357000000.0,finance_balance_sheet_parent_current_only.csv,longterm_equity_invest,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,investment_property,203000.0,finance_balance_sheet_parent_current_only.csv,investment_property,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,inventories,,finance_balance_sheet_parent_current_only.csv,inventories,,identity_q1_or_ytd_diff,missing_raw_value
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,fixed_assets,3063757000.0,finance_balance_sheet_parent_current_only.csv,fixed_assets,quarterly_direct,identity_q1_or_ytd_diff,
002958.XSHE,parent_balance,2019-06-30,2019q2,,2019-08-22,constru_in_process,573064000.0,finance_balance_sheet_parent_current_only.csv,constru_in_process,quarterly_direct,identity_q1_or_ytd_diff,
