code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,cash_equivalents,343931000000.0,balance.csv,cash_equivalents,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,settlement_provi,,balance.csv,settlement_provi,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,lend_capital,47292000000.0,balance.csv,lend_capital,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,trading_assets,25165000000.0,balance.csv,trading_assets,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,bill_receivable,,balance.csv,bill_receivable,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,account_receivable,,balance.csv,account_receivable,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,advance_payment,,balance.csv,advance_payment,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,insurance_receivables,,balance.csv,insurance_receivables,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,interest_receivable,10138000000.0,balance.csv,interest_receivable,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,other_receivable,,balance.csv,other_receivable,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,bought_sellback_assets,347114000000.0,balance.csv,bought_sellback_assets,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,inventories,,balance.csv,inventories,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,other_current_assets,,balance.csv,other_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,total_current_assets,,balance.csv,total_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,loan_and_advance,,balance.csv,loan_and_advance,,identity_q1_or_ytd_diff,missing_raw_value
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,hold_for_sale_assets,717000000.0,balance.csv,hold_for_sale_assets,quarterly_direct,identity_q1_or_ytd_diff,
000001.XSHE,balance,2014-03-31,2014q1,,2014-04-24,hold_to_maturity_investments,194955000000.0,balance.csv,hold_to_maturity_investments,quarterly_direct,identity_q1_or_ytd_diff,
