code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,deposit_in_ib,2589562507.0,finance_balance_sheet_parent_current_only.csv,deposit_in_ib,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,cash_equivalents,,finance_balance_sheet_parent_current_only.csv,cash_equivalents,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,deposit_client,,finance_balance_sheet_parent_current_only.csv,deposit_client,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,cash_in_cb,21948475086.0,finance_balance_sheet_parent_current_only.csv,cash_in_cb,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,settlement_provi,,finance_balance_sheet_parent_current_only.csv,settlement_provi,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,settlement_provi_client,,finance_balance_sheet_parent_current_only.csv,settlement_provi_client,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,lend_capital,10997542009.0,finance_balance_sheet_parent_current_only.csv,lend_capital,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,bought_sellback_assets,9742557843.0,finance_balance_sheet_parent_current_only.csv,bought_sellback_assets,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,interest_receivable,,finance_balance_sheet_parent_current_only.csv,interest_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,insurance_receivables,,finance_balance_sheet_parent_current_only.csv,insurance_receivables,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,loan_and_advance,150892267538.0,finance_balance_sheet_parent_current_only.csv,loan_and_advance,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,advance_payment,,finance_balance_sheet_parent_current_only.csv,advance_payment,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,hold_for_sale_assets,,finance_balance_sheet_parent_current_only.csv,hold_for_sale_assets,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,hold_to_maturity_investments,,finance_balance_sheet_parent_current_only.csv,hold_to_maturity_investments,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,longterm_equity_invest,1696098235.0,finance_balance_sheet_parent_current_only.csv,longterm_equity_invest,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,investment_property,6818.0,finance_balance_sheet_parent_current_only.csv,investment_property,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,inventories,,finance_balance_sheet_parent_current_only.csv,inventories,,identity_q1_or_ytd_diff,missing_raw_value
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,fixed_assets,2753350396.0,finance_balance_sheet_parent_current_only.csv,fixed_assets,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,constru_in_process,57984925.0,finance_balance_sheet_parent_current_only.csv,constru_in_process,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,intangible_assets,397025384.0,finance_balance_sheet_parent_current_only.csv,intangible_assets,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,long_deferred_expense,43891730.0,finance_balance_sheet_parent_current_only.csv,long_deferred_expense,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,deferred_tax_assets,1428699765.0,finance_balance_sheet_parent_current_only.csv,deferred_tax_assets,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,other_asset,744140460.0,finance_balance_sheet_parent_current_only.csv,other_asset,quarterly_direct,identity_q1_or_ytd_diff,
002966.XSHE,parent_balance,2019-12-31,2019q4,,2020-03-31,total_assets,321282973028.0,finance_balance_sheet_parent_current_only.csv,total_assets,quarterly_direct,identity_q1_or_ytd_diff,
