id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operate_cash_flow,net_loan_and_advance_decrease,net_deposit_increase,net_borrowing_from_central_bank,net_deposit_in_cb_and_ib_de,net_borrowing_from_finance_co,interest_and_commission_cashin,trade_asset_increase,net_increase_in_placements,net_buyback,tax_levy_refund,net_original_insurance_cash,insurance_cash_amount,net_insurer_deposit_investment,subtotal_operate_cash_inflow,net_loan_and_advance_increase,saving_clients_decrease_amount,net_deposit_in_cb_and_ib,central_borrowing_decrease,other_money_increase,purchase_trade_asset_increase,repurchase_decrease,handling_charges_and_commission,goods_and_services_cash_paid,goods_sale_and_service_render_cash,net_cash_re_insurance,reserve_investment_decrease,original_compensation_paid,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_cash_flow,invest_withdrawal_cash,invest_proceeds,gain_from_disposal,subtotal_invest_cash_inflow,invest_cash_paid,impawned_loan_net_increase,fix_intan_other_asset_acqui_cash,subtotal_invest_cash_outflow,net_invest_cash_flow,finance_cash_flow,cash_from_invest,cash_from_bonds_issue,cash_from_borrowing,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,other_reason_effect_cash,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end,net_profit_cashflow_adjustment,net_profit,assets_depreciation_reserves,fixed_assets_depreciation,intangible_assets_amortization,defferred_expense_amortization,fix_intan_other_asset_dispo_loss,fixed_asset_scrap_loss,fair_value_change_loss,financial_cost,invest_loss,deffered_tax_asset_decrease,deffered_tax_liability_increase,inventory_decrease,operate_receivables_decrease,operate_payable_increase,others,net_operate_cash_flow2,activities_not_relate_major,debt_to_capital,cbs_expiring_in_one_year,financial_lease_fixed_assets,change_info_cash,cash_at_end,cash_at_beginning,equivalents_at_end,equivalents_at_beginning,other_influence2,cash_equivalent_increase2,investment_property_depreciation,net_dec_finance_out,net_cash_received_from_proxy_secu,net_inc_finance_out,net_cash_paid_to_proxy_secu,net_dec_in_placements,credit_impairment_loss
4607,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2019-04-27,2018-01-01,2018-03-31,2019-03-31,1,321003,定期报告,,,5019403000.0,149629000.0,,,1627028000.0,,,,,,,,6841237000.0,2962131000.0,2823083000.0,1658041000.0,,180131000.0,,,997217000.0,,,,,,,456890000.0,207707000.0,17973495000.0,-11132258000.0,,36501132000.0,1955574000.0,205000.0,38456911000.0,11360618000.0,,63097000.0,11423715000.0,27033196000.0,,,9765832000.0,,9765832000.0,28560000000.0,397090000.0,28957090000.0,-19191258000.0,-24622000.0,,-3314942000.0,9678331000.0,6363389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173934000.0,
4608,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2019-04-27,2019-01-01,2019-03-31,2019-03-31,0,321003,定期报告,,,4597856000.0,702198000.0,1824877000.0,,2412834000.0,,1759060000.0,,,,,,11393467000.0,12970462000.0,,,,287233000.0,,,989539000.0,,,,,,,525344000.0,350459000.0,20076940000.0,-8683473000.0,,17727344000.0,1623834000.0,1000.0,19351179000.0,15092600000.0,,54809000.0,15147409000.0,4203770000.0,,,21652505000.0,,23615075000.0,19580000000.0,253789000.0,19833789000.0,3781286000.0,-6277000.0,,-704694000.0,10212182000.0,9507488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2019-08-24,2018-01-01,2018-06-30,2019-06-30,1,321003,定期报告,,,6115828000.0,2522919000.0,,0.0,3346435000.0,,1557166000.0,7000483000.0,,,,,22101440000.0,9896545000.0,1910575000.0,1201386000.0,,,,,2239012000.0,,,,,,,666472000.0,332735000.0,20156926000.0,1944514000.0,,52712059000.0,3748339000.0,1907000.0,56462305000.0,32310321000.0,,112592000.0,32422913000.0,24039392000.0,,0.0,40540627000.0,0.0,40540627000.0,62010000000.0,1351718000.0,63361718000.0,-22821091000.0,131232000.0,,3294047000.0,9678330000.0,12972377000.0,,1330876000.0,,,,,-40000.0,,362083000.0,,-1313330000.0,,,,-13597156000.0,16092476000.0,-1126681000.0,1944514000.0,,,,,,12972377000.0,9678330000.0,,,,3294047000.0,196286000.0,,,,,1065070000.0,
6764,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2019-08-24,2019-01-01,2019-06-30,2019-06-30,0,321003,定期报告,,,13464325000.0,0.0,995841000.0,0.0,4924413000.0,,1533428000.0,0.0,,,,,22225994000.0,21291600000.0,,0.0,749709000.0,,,,2171519000.0,,,,,,,803339000.0,749632000.0,28870357000.0,-6644363000.0,,35112823000.0,3645625000.0,301000.0,38758749000.0,35282062000.0,,159286000.0,35441348000.0,3317401000.0,,1962570000.0,44598684000.0,0.0,46561254000.0,35530000000.0,405346000.0,35935346000.0,10625908000.0,7115000.0,,7306061000.0,10212182000.0,17518243000.0,,1466129000.0,,,,,582000.0,,-31300000.0,,-754291000.0,,,,-21153243000.0,13827655000.0,-212632000.0,-6644363000.0,,,,,,17518243000.0,10212182000.0,,,,7306061000.0,212737000.0,,,,,,
7019,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2019-10-30,2018-01-01,2018-09-30,2019-09-30,1,321003,定期报告,,0.0,12018001000.0,7977691000.0,,,5426304000.0,,2586986000.0,,,,,,40599797000.0,24895377000.0,9687681000.0,1407816000.0,,2516443000.0,350000000.0,,3447765000.0,,,,,,,912424000.0,717022000.0,49060439000.0,-8460642000.0,,69339675000.0,5418630000.0,,74761060000.0,49289355000.0,,183785000.0,49473140000.0,25287920000.0,,0.0,60772405000.0,,60772405000.0,78510000000.0,1961934000.0,80471934000.0,-19699529000.0,13287000.0,,-2858964000.0,9678330000.0,6819366000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
7020,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2019-10-30,2019-01-01,2019-09-30,2019-09-30,0,321003,定期报告,,0.0,28839323000.0,,200000000.0,,7743002000.0,,3062466000.0,,,,,,41016765000.0,35739988000.0,,85768000.0,4896201000.0,0.0,,,3582214000.0,,,,,,,1178117000.0,870891000.0,53278408000.0,-12261643000.0,,43988149000.0,5240749000.0,,49229168000.0,44302997000.0,,190268000.0,44493265000.0,4735903000.0,,0.0,60153310000.0,,62115880000.0,51630000000.0,1926014000.0,53556014000.0,8559866000.0,18424000.0,,1052550000.0,10212182000.0,11264732000.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,
7236,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2020-03-21,2018-01-01,2018-12-31,2019-12-31,1,321003,定期报告,,,15592066000.0,10194795000.0,206409000.0,,7637358000.0,,1330560000.0,,,,,,41955247000.0,30127157000.0,13349239000.0,200000000.0,,,,,4870875000.0,,,,,,,1271219000.0,1219891000.0,62809727000.0,-20854480000.0,,90679422000.0,6690448000.0,4878000.0,97374748000.0,68108476000.0,,276737000.0,68385213000.0,28989535000.0,,,96917942000.0,,96917942000.0,102440000000.0,2094938000.0,104534938000.0,-7616996000.0,15793000.0,,533852000.0,9678330000.0,10212182000.0,,2043389000.0,,408470000.0,,,502000.0,,303689000.0,,-1921043000.0,-283815000.0,,,-34404737000.0,13971013000.0,-3355120000.0,-20854480000.0,,,,,,10212182000.0,9678330000.0,,,,533852000.0,,,,,,,2383172000.0
7237,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2020-03-21,2019-01-01,2019-12-31,2019-12-31,0,321003,定期报告,,,41899157000.0,,1585277000.0,,10655490000.0,,2726981000.0,,,,,,60265707000.0,48460968000.0,,,5271556000.0,,,,4853672000.0,,,,,,,1621722000.0,1273145000.0,67271442000.0,-7005735000.0,,52477166000.0,6484979000.0,26955000.0,58989100000.0,48872103000.0,,301351000.0,49173454000.0,9815646000.0,,,83798288000.0,,85760858000.0,74130000000.0,2059026000.0,76285531000.0,9475327000.0,3329000.0,,12288567000.0,10212182000.0,22500749000.0,,2335522000.0,,409659000.0,,,777000.0,,-228383000.0,,-1150097000.0,-464139000.0,,,-49522847000.0,40998407000.0,-3011426000.0,-7005735000.0,,,,,,22500749000.0,10212182000.0,,,,12288567000.0,,,,,,,3626792000.0
8586,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2020-04-25,2019-01-01,2019-03-31,2020-03-31,1,321003,定期报告,,,4597856000.0,702198000.0,3649754000.0,1759060000.0,2412834000.0,,,,,,,,11393467000.0,12970462000.0,,,,1174466000.0,,,989539000.0,,,,,,,525344000.0,350459000.0,20076940000.0,-8683473000.0,,17727344000.0,1623834000.0,1000.0,19351179000.0,15092600000.0,,54809000.0,15147409000.0,4203770000.0,,,21652505000.0,,23615075000.0,19580000000.0,253789000.0,19833789000.0,3781286000.0,-6277000.0,,-704694000.0,10212182000.0,9507488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
8587,300025494,青岛银行股份有限公司,002948.XSHE,002948,,03866,2020-04-25,2020-01-01,2020-03-31,2020-03-31,0,321003,定期报告,,,10632319000.0,731152000.0,28740000.0,1818382000.0,3166719000.0,,,,,,,,17542571000.0,15608435000.0,,,,0.0,,,1336442000.0,,,,,,,639755000.0,333338000.0,24921954000.0,-7379383000.0,,21389142000.0,1739282000.0,2000.0,23128426000.0,25652555000.0,,29983000.0,25682538000.0,-2554112000.0,,,21306037000.0,,21306037000.0,16000000000.0,139992000.0,16179758000.0,5126279000.0,8097000.0,,-4799119000.0,22500748000.0,17701629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
