code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,cash_equivalents,12043409000.0,balance.csv,cash_equivalents,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,settlement_provi,,balance.csv,settlement_provi,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,lend_capital,1235590000.0,balance.csv,lend_capital,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,trading_assets,1998752000.0,balance.csv,trading_assets,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,bill_receivable,,balance.csv,bill_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,account_receivable,,balance.csv,account_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,advance_payment,,balance.csv,advance_payment,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,insurance_receivables,,balance.csv,insurance_receivables,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,interest_receivable,470698000.0,balance.csv,interest_receivable,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_receivable,,balance.csv,other_receivable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,bought_sellback_assets,,balance.csv,bought_sellback_assets,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,inventories,,balance.csv,inventories,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_current_assets,,balance.csv,other_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_current_assets,,balance.csv,total_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,loan_and_advance,,balance.csv,loan_and_advance,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,hold_for_sale_assets,22805778000.0,balance.csv,hold_for_sale_assets,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,hold_to_maturity_investments,12282024000.0,balance.csv,hold_to_maturity_investments,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,longterm_equity_invest,187241000.0,balance.csv,longterm_equity_invest,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,investment_property,74390000.0,balance.csv,investment_property,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,fixed_assets,568693000.0,balance.csv,fixed_assets,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,constru_in_process,282295000.0,balance.csv,constru_in_process,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,intangible_assets,89155000.0,balance.csv,intangible_assets,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,good_will,,balance.csv,good_will,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,long_deferred_expense,,balance.csv,long_deferred_expense,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,deferred_tax_assets,687775000.0,balance.csv,deferred_tax_assets,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_non_current_assets,,balance.csv,other_non_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_non_current_assets,,balance.csv,total_non_current_assets,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_assets,104084887000.0,balance.csv,total_assets,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,shortterm_loan,0.0,balance.csv,shortterm_loan,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,borrowing_from_centralbank,407471000.0,balance.csv,borrowing_from_centralbank,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,deposit_in_interbank,74619519000.0,balance.csv,deposit_in_interbank,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,borrowing_capital,34685000.0,balance.csv,borrowing_capital,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,trading_liability,,balance.csv,trading_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,notes_payable,,balance.csv,notes_payable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,accounts_payable,,balance.csv,accounts_payable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,advance_peceipts,,balance.csv,advance_peceipts,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,sold_buyback_secu_proceeds,13198500000.0,balance.csv,sold_buyback_secu_proceeds,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,commission_payable,,balance.csv,commission_payable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,salaries_payable,396901000.0,balance.csv,salaries_payable,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,taxs_payable,77380000.0,balance.csv,taxs_payable,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,interest_payable,2009420000.0,balance.csv,interest_payable,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_payable,,balance.csv,other_payable,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,insurance_contract_reserves,0.0,balance.csv,insurance_contract_reserves,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,proxy_secu_proceeds,,balance.csv,proxy_secu_proceeds,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,non_current_liability_in_one_year,,balance.csv,non_current_liability_in_one_year,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_current_liability,,balance.csv,other_current_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_current_liability,,balance.csv,total_current_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,longterm_loan,,balance.csv,longterm_loan,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,bonds_payable,4104858000.0,balance.csv,bonds_payable,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,estimate_liability,,balance.csv,estimate_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,deferred_tax_liability,88433000.0,balance.csv,deferred_tax_liability,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_non_current_liability,,balance.csv,other_non_current_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_non_current_liability,,balance.csv,total_non_current_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_liability,95071979000.0,balance.csv,total_liability,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,paidin_capital,1767354000.0,balance.csv,paidin_capital,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,capital_reserve_fund,714438000.0,balance.csv,capital_reserve_fund,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,treasury_stock,,balance.csv,treasury_stock,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,surplus_reserve_fund,2437946000.0,balance.csv,surplus_reserve_fund,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,ordinary_risk_reserve_fund,1226195000.0,balance.csv,ordinary_risk_reserve_fund,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,retained_profit,2498141000.0,balance.csv,retained_profit,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,equities_parent_company_owners,8751954000.0,balance.csv,equities_parent_company_owners,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,minority_interests,260953000.0,balance.csv,minority_interests,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,total_owner_equities,9012908000.0,balance.csv,total_owner_equities,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,other_comprehensive_income,107880000.0,balance.csv,other_comprehensive_income,quarterly_direct,identity_q1_or_ytd_diff,
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,contract_assets,,balance.csv,contract_assets,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,contract_liability,,balance.csv,contract_liability,,identity_q1_or_ytd_diff,missing_raw_value
002807.XSHE,balance,2016-12-31,2016q4,,2017-03-15,usufruct_assets,,balance.csv,usufruct_assets,,identity_q1_or_ytd_diff,missing_raw_value
