code,statement_family,report_period_end,quarter_key,year_key,standard_field_name,source_table,source_field,raw_primary_value,raw_fallback_value,raw_value_used,prior_cumulative_value_used,transformation_rule,conversion_success,missing_reason
002948.XSHE,parent_balance,2019-06-30,2019q2,,deposit_in_ib,finance_balance_sheet_parent_current_only.csv,deposit_in_ib,1313658000.0,1313658000.0,1313658000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,cash_equivalents,finance_balance_sheet_parent_current_only.csv,cash_equivalents,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,deposit_client,finance_balance_sheet_parent_current_only.csv,deposit_client,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,cash_in_cb,finance_balance_sheet_parent_current_only.csv,cash_in_cb,34600099000.0,34600099000.0,34600099000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,settlement_provi,finance_balance_sheet_parent_current_only.csv,settlement_provi,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,settlement_provi_client,finance_balance_sheet_parent_current_only.csv,settlement_provi_client,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,lend_capital,finance_balance_sheet_parent_current_only.csv,lend_capital,4588207000.0,4588207000.0,4588207000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,bought_sellback_assets,finance_balance_sheet_parent_current_only.csv,bought_sellback_assets,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,interest_receivable,finance_balance_sheet_parent_current_only.csv,interest_receivable,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,insurance_receivables,finance_balance_sheet_parent_current_only.csv,insurance_receivables,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,loan_and_advance,finance_balance_sheet_parent_current_only.csv,loan_and_advance,143343578000.0,143343578000.0,143343578000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,advance_payment,finance_balance_sheet_parent_current_only.csv,advance_payment,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,hold_for_sale_assets,finance_balance_sheet_parent_current_only.csv,hold_for_sale_assets,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,hold_to_maturity_investments,finance_balance_sheet_parent_current_only.csv,hold_to_maturity_investments,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,longterm_equity_invest,finance_balance_sheet_parent_current_only.csv,longterm_equity_invest,510000000.0,510000000.0,510000000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,investment_property,finance_balance_sheet_parent_current_only.csv,investment_property,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,inventories,finance_balance_sheet_parent_current_only.csv,inventories,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,fixed_assets,finance_balance_sheet_parent_current_only.csv,fixed_assets,2878342000.0,2878342000.0,2878342000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,constru_in_process,finance_balance_sheet_parent_current_only.csv,constru_in_process,210203000.0,210203000.0,210203000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,intangible_assets,finance_balance_sheet_parent_current_only.csv,intangible_assets,155451000.0,155451000.0,155451000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,long_deferred_expense,finance_balance_sheet_parent_current_only.csv,long_deferred_expense,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,deferred_tax_assets,finance_balance_sheet_parent_current_only.csv,deferred_tax_assets,1281975000.0,1281975000.0,1281975000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,other_asset,finance_balance_sheet_parent_current_only.csv,other_asset,120537394000.0,120537394000.0,120537394000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,total_assets,finance_balance_sheet_parent_current_only.csv,total_assets,336865959000.0,336865959000.0,336865959000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,borrowing_from_centralbank,finance_balance_sheet_parent_current_only.csv,borrowing_from_centralbank,10186784000.0,10186784000.0,10186784000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,shortterm_loan,finance_balance_sheet_parent_current_only.csv,shortterm_loan,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,borrowing_capital,finance_balance_sheet_parent_current_only.csv,borrowing_capital,1380877000.0,1380877000.0,1380877000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,sold_buyback_secu_proceeds,finance_balance_sheet_parent_current_only.csv,sold_buyback_secu_proceeds,13654122000.0,13654122000.0,13654122000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,proxy_secu_proceeds,finance_balance_sheet_parent_current_only.csv,proxy_secu_proceeds,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,notes_payable,finance_balance_sheet_parent_current_only.csv,notes_payable,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,advance_peceipts,finance_balance_sheet_parent_current_only.csv,advance_peceipts,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,commission_payable,finance_balance_sheet_parent_current_only.csv,commission_payable,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,salaries_payable,finance_balance_sheet_parent_current_only.csv,salaries_payable,631851000.0,631851000.0,631851000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,taxs_payable,finance_balance_sheet_parent_current_only.csv,taxs_payable,125584000.0,125584000.0,125584000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,interest_payable,finance_balance_sheet_parent_current_only.csv,interest_payable,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,estimate_liability,finance_balance_sheet_parent_current_only.csv,estimate_liability,101059000.0,101059000.0,101059000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,longterm_loan,finance_balance_sheet_parent_current_only.csv,longterm_loan,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,bonds_payable,finance_balance_sheet_parent_current_only.csv,bonds_payable,75161060000.0,75161060000.0,75161060000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,deferred_tax_liability,finance_balance_sheet_parent_current_only.csv,deferred_tax_liability,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,other_liability,finance_balance_sheet_parent_current_only.csv,other_liability,2825230000.0,2825230000.0,2825230000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,total_liability,finance_balance_sheet_parent_current_only.csv,total_liability,307458727000.0,307458727000.0,307458727000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,paidin_capital,finance_balance_sheet_parent_current_only.csv,paidin_capital,4509690000.0,4509690000.0,4509690000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,capital_reserve_fund,finance_balance_sheet_parent_current_only.csv,capital_reserve_fund,8337869000.0,8337869000.0,8337869000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,treasury_stock,finance_balance_sheet_parent_current_only.csv,treasury_stock,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,surplus_reserve_fund,finance_balance_sheet_parent_current_only.csv,surplus_reserve_fund,1403575000.0,1403575000.0,1403575000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,equities_parent_company_owners,finance_balance_sheet_parent_current_only.csv,equities_parent_company_owners,29407232000.0,29407232000.0,29407232000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,retained_profit,finance_balance_sheet_parent_current_only.csv,retained_profit,2804893000.0,2804893000.0,2804893000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,minority_interests,finance_balance_sheet_parent_current_only.csv,minority_interests,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-06-30,2019q2,,total_owner_equities,finance_balance_sheet_parent_current_only.csv,total_owner_equities,29407232000.0,29407232000.0,29407232000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-06-30,2019q2,,other_comprehensive_income,finance_balance_sheet_parent_current_only.csv,other_comprehensive_income,527789000.0,527789000.0,527789000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-09-30,2019q3,,deposit_in_ib,finance_balance_sheet_parent_current_only.csv,deposit_in_ib,1354456000.0,1354456000.0,1354456000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-09-30,2019q3,,cash_equivalents,finance_balance_sheet_parent_current_only.csv,cash_equivalents,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-09-30,2019q3,,deposit_client,finance_balance_sheet_parent_current_only.csv,deposit_client,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-09-30,2019q3,,cash_in_cb,finance_balance_sheet_parent_current_only.csv,cash_in_cb,29778805000.0,29778805000.0,29778805000.0,,identity_q1_or_ytd_diff,True,
002948.XSHE,parent_balance,2019-09-30,2019q3,,settlement_provi,finance_balance_sheet_parent_current_only.csv,settlement_provi,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
002948.XSHE,parent_balance,2019-09-30,2019q3,,settlement_provi_client,finance_balance_sheet_parent_current_only.csv,settlement_provi_client,,,,,identity_q1_or_ytd_diff,False,missing_raw_value
