id,company_id,company_name,code,a_code,b_code,h_code,pub_date,start_date,end_date,report_date,report_type,source_id,source,operating_revenue,interest_net_revenue,interest_income,interest_expense,commission_net_income,commission_income,commission_expense,agent_security_income,sell_security_income,manage_income,premiums_earned,assurance_income,premiums_income,premiums_expense,prepare_money,investment_income,invest_income_associates,fair_value_variable_income,exchange_income,other_income,operation_expense,refunded_premiums,compensate_loss,compensation_back,insurance_reserve,insurance_reserve_back,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,commission_expense2,operation_manage_fee,separate_fee,asset_impairment_loss,other_cost,operating_profit,subsidy_income,non_operating_revenue,non_operating_expense,other_items_influenced_profit,total_profit,income_tax_expense,other_influence_net_profit,net_profit,np_parent_company_owners,minority_profit,eps,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners,other_earnings,asset_deal_income,sust_operate_net_profit,discon_operate_net_profit,credit_impairment_loss
13935,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2022-04-28,2021-01-01,2021-03-31,2022-03-31,1,321003,定期报告,1814185774.59,1450429001.88,4187747972.14,2737318970.26,79476997.56,90518955.74,11041958.18,,,,,,,,,256442802.46,3346291.8,18359117.43,-3575708.58,2728740.26,1603975802.28,,,,,,,,25806158.61,,614724013.04,,,430984.36,210209972.31,,208542.56,103397.71,,210315117.16,-56465520.7,,266780637.86,252367633.2,14413004.66,,0.04,,26689394.04,293470031.9,279057027.24,14413004.66,52179.35,10272644.23,266780637.86,,963014646.27
13950,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2022-04-28,2022-01-01,2022-03-31,2022-03-31,0,321003,定期报告,1785589455.72,1401918137.09,4752887433.7,3350969296.61,104206350.48,121858604.85,17652254.37,,,,,,,,,399768489.39,2456243.86,-125820634.94,1721536.82,218612.11,1228063250.12,,,,,,,,26743964.05,,604125347.92,,,432889.19,557526205.6,,609370.84,2168492.93,,555967083.51,51057203.97,,504909879.54,489711765.17,15198114.37,,0.08,,-62062304.41,442847575.13,427649460.76,15198114.37,922275.47,2654689.3,504909879.54,,596761048.96
14386,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2022-08-30,2022-01-01,2022-06-30,2022-06-30,0,321003,定期报告,3803638600.57,2825380633.08,9522577118.94,6697196485.86,193022530.94,232599384.55,39576853.61,,,,,,,,,791805605.52,-715126.69,-14064839.16,1721536.82,2145773.45,2936399033.0,,,,,,,,124803671.1,,1060596101.88,,,1270356.04,867239567.57,,2732627.17,2476574.99,,867495619.75,18695295.92,,848800323.83,829760662.99,19039660.84,,0.1267,0.1267,-45681846.63,803118477.2,784078816.36,19039660.84,986003.97,2641355.95,848800323.83,,1749728903.98
14393,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2022-08-30,2021-01-01,2021-06-30,2022-06-30,1,321003,定期报告,3920695288.43,3022097525.9,8855439476.82,5833341950.92,176621006.09,198386860.2,21765854.11,,,,,,,,,607932893.37,849030.42,97196988.05,1768130.16,4126302.23,3104133510.08,,,,,,,,54897060.59,,1067582874.02,,540946.0,818944.89,816561778.35,,381419.67,16666975.71,,800276222.31,26777841.91,,773498380.4,750640701.92,22857678.48,,0.123,0.123,119761607.31,893259987.71,870402309.23,22857678.48,52179.35,10900263.28,773498380.4,,1980293684.58
14575,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2022-10-29,2022-01-01,2022-09-30,2022-09-30,0,321003,定期报告,5684895819.22,4267588271.11,13974269514.25,9706681243.14,275611271.68,335680205.26,60068933.58,,,,,,,,,1265645808.24,-2637971.79,-133362132.46,1721536.82,3040091.81,4182312288.43,,,,,,,,164524465.55,,1738682487.25,,26000000.0,2233003.18,1502583530.79,,11674033.23,20167207.61,,1494090356.41,114142366.76,,1379947989.65,1346202252.59,33745737.06,,0.2071,0.2071,220571800.98,1600519790.63,1566774053.57,33745737.06,2007083.15,2643888.87,1379947989.65,,2250872332.45
14598,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2022-10-29,2021-01-01,2021-09-30,2022-09-30,1,321003,定期报告,5982292848.45,4637141934.61,13772642692.23,9135500757.62,259897647.26,302554261.42,42656614.16,,,,,,,,,948074687.63,1300546.06,117321430.23,526072.89,7370537.97,4604386560.4,,,,,,,,88071463.92,,1669844162.61,,540946.0,1370375.65,1377906288.05,,479568.53,18329761.01,,1360056095.57,66922549.4,,1293133546.17,1253837330.88,39296215.29,,0.2095,0.2095,361896747.63,1655030293.8,1615734078.51,39296215.29,1052179.35,10908358.51,1293133546.17,,2844559612.22
15219,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2023-04-29,2022-01-01,2022-03-31,2023-03-31,1,321003,定期报告,1785589455.72,1401918137.09,4752887433.7,3350969296.61,104206350.48,121858604.85,17652254.37,,,,,,,,,399768489.39,2456243.86,-125820634.94,1721536.82,218612.11,1228063250.12,,,,,,,,26743964.05,,604125347.92,,,432889.19,557526205.6,,609370.84,2168492.93,,555967083.51,51057203.97,,504909879.54,489711765.17,15198114.37,,0.078,0.078,-62062304.41,442847575.13,427649460.76,15198114.37,922275.47,2654689.3,504909879.54,,596761048.96
15248,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2023-04-29,2022-01-01,2022-12-31,2022-12-31,0,321003,定期报告,7450246864.19,5887858113.14,18590641626.62,12702783513.48,365225601.84,440439332.27,75213730.43,,,,,,,,,1436306322.37,-15099273.38,-213522116.24,-37973024.2,10164126.53,5753927315.78,,,,,,,,193693894.28,,2324212690.89,,138694984.59,2910776.42,1696319548.41,,14225561.89,18413448.97,,1692131661.33,-81389477.98,,1773521139.31,1733765462.08,39755677.23,,0.2645,,8958163.14,1782479302.45,1742723625.22,39755677.23,2022217.97,165622.78,1773521139.31,,3094414969.6
15282,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2023-04-29,2023-01-01,2023-03-31,2023-03-31,0,321003,定期报告,1999545918.93,1468378375.92,4546785480.51,3078407104.59,123430149.3,157328413.85,33898264.55,,,,,,,,,383101730.54,-2126613.78,21018885.8,423779.43,1028056.3,1375809988.26,,,,,,,,32070198.28,,628966666.68,,,647941.1,623735930.67,,3198175.43,799785.85,,626134320.25,71107479.07,,555026841.18,540910881.86,14115959.32,,0.0844,0.0844,-9678561.79,545348279.39,531232320.07,14115959.32,1071322.57,1093619.07,555026841.18,,714125182.2
15290,300021964,兰州银行股份有限公司,001227.XSHE,001227,,,2023-04-29,2021-01-01,2021-12-31,2022-12-31,1,321003,定期报告,7836084847.43,6012545295.18,18367967366.21,12355422071.03,383790430.33,458970056.96,75179626.63,,,,,,,,,1412457258.3,-25497758.72,-3985851.41,6419231.12,11609276.62,6273145824.34,,,,,,,,116143074.61,,2274773270.43,,44100000.0,1981543.25,1562939023.09,,10751476.03,31364710.53,,1542325788.59,-60514919.82,,1602840708.41,1566052949.7,36787758.71,,0.2587,,543747148.58,2146587856.99,2109800098.28,36787758.71,3674763.07,9574444.22,1602840708.41,,3836147936.05
